order_id,order_date,customer_id,customer_email,product_name,category,quantity,unit_price,revenue,store_name,shipping_city,shipping_state,shipping_zip
ORD-597350,2026-05-17,CUST00874,cust249@example.com,LED String Lights,Outdoor Furniture,2,24.99,49.98,MidwestHome,Austin,IL,55817
ORD-823605,2026-05-17,CUST00581,cust1469@example.com,outdoor rug 5x7,Garden Tools,3,119.0,357.0,NorthernYards,Seattle,TX,75835
ORD-413877,2026-05-17,CUST01428,cust1856@example.com,Garden Hose 50 ft,Home Decor,2,29.99,59.98,WestPatio,Seattle,CO,19132
ORD-497530,2026-05-17,CUST01476,cust1414@example.com,Ceramic Planter,Home Decor,4,34.5,138.0,WestPatio,Miami,TX,38446
ORD-357263,2026-05-17,CUST01790,cust1443@example.com,garden hose 50ft,Lighting,1,29.99,24.64,NorthernYards,Denver,OR,17910
ORD-763611,2026-05-17,CUST01681,cust685@example.com,led string lights,Lighting,2,24.99,49.98,SouthernShed,Miami,TX,95283
ORD-611016,2026-05-17,CUST00805,cust778@example.com,Patio Heater,Patio Heaters,1,249.0,249.0,MidwestHome,Austin,TX,23272
ORD-792085,2026-05-17,CUST01752,cust373@example.com,charcoal grill ,Grills & BBQ,4,199.0,796.0,MidwestHome,Miami,GA,73721
ORD-542314,2026-05-17,CUST00774,cust363@example.com,ceramic planter,Garden Tools,1,34.5,34.5,EastsideOutfitters,Austin,FL,48664
ORD-956686,2026-05-17,CUST01944,cust1427@example.com,Ceramic Planter,Garden Tools,1,34.5,34.5,SouthernShed,Denver,TX,91717
ORD-661421,2026-05-17,CUST00387,cust1973@example.com,led string lights,Patio Heaters,3,24.99,74.97,MidwestHome,Miami,CA,58929
ORD-101281,2026-05-17,CUST00428,cust293@example.com,CHARCOAL GRILL,Lighting,6,199.0,1194.0,SouthernShed,Miami,CA,44610
ORD-207425,2026-05-17,CUST01186,cust238@example.com,LED-String-Lights,Grills & BBQ,1,24.99,24.99,MidwestHome,Denver,WA,69413
ORD-932828,2026-05-17,CUST00533,cust857@example.com,Garden Hose 50ft,Patio Heaters,2,29.99,59.98,MidwestHome,Boston,OR,15885
ORD-825672,2026-05-17,CUST00931,cust1923@example.com,patio umbrella,Garden Tools,1,89.99,89.99,EastsideOutfitters,Denver,NC,46466
ORD-217320,2026-05-17,CUST00929,cust1733@example.com,garden hose 50ft,Garden Tools,2,29.99,59.98,SouthernShed,Austin,GA,27797
ORD-772979,2026-05-17,CUST01705,cust1552@example.com,Ceramic  Planter,Garden Tools,5,34.5,172.5,NorthernYards,Seattle,TX,23848
ORD-419885,2026-05-17,CUST01124,cust1039@example.com,Garden Hose 50 ft,Lighting,2,29.99,59.98,WestPatio,Boston,NC,18520
ORD-883719,2026-05-17,CUST00973,cust829@example.com,fire-pit,Lighting,1,179.0,179.0,NorthernYards,Denver,FL,38108
ORD-198873,2026-05-17,CUST01949,cust1871@example.com,Garden Hose 50 ft,Garden Tools,1,29.99,29.99,SouthernShed,Miami,CA,91617
ORD-966023,2026-05-17,CUST01613,cust273@example.com,Ceramic Planter,Grills & BBQ,1,34.5,34.5,NorthernYards,Denver,NY,61891
ORD-171114,2026-05-17,CUST00923,cust1484@example.com,Charcoal Grill,Lighting,4,199.0,796.0,SouthernShed,Austin,OR,14567
ORD-381575,2026-05-17,CUST01443,cust1413@example.com,LED String Lights,Garden Tools,1,24.99,24.99,NorthernYards,Miami,AZ,74847
ORD-325539,2026-05-17,CUST01464,not-an-email,CHARCOAL GRILL,Home Decor,1,199.0,199.0,EastsideOutfitters,Austin,FL,82199
ORD-765103,2026-05-17,CUST01507,cust58@example.com,Charcoal Grill,Home Decor,3,199.0,597.0,WestPatio,Seattle,NC,71029
ORD-880569,2026-05-17,CUST00765,cust420@example.com,ceramic planter,Outdoor Furniture,4,34.5,138.0,WestPatio,Denver,OR,63329
ORD-931993,2026-05-17,CUST00859,cust1380@example.com,Charcoal Grill,Outdoor Furniture,1,199.0,199.0,NorthernYards,Miami,WA,94631
ORD-968679,2026-05-17,CUST01409,cust1077@example.com,Patio Heater,Lighting,1,249.0,249.0,SouthernShed,Austin,WA,60144
,2026-05-17,CUST01596,cust348@example.com,patio umbrella,Outdoor Furniture,2,89.99,179.98,NorthernYards,Miami,GA,95563
ORD-451504,2026-05-17,CUST00403,cust144@example.com,garden hose 50ft,Lighting,4,29.99,119.96,MidwestHome,Miami,CO,27765
ORD-132691,2099-13-45,CUST00280,cust62@example.com, Patio  Umbrella ,Garden Tools,2,89.99,179.98,MidwestHome,Austin,OR,51024
ORD-127259,2026-05-17,CUST01341,cust1542@example.com,Pruning Shears,Lighting,2,18.75,37.5,SouthernShed,Seattle,TX,34839
ORD-198067,2026-05-17,CUST00968,cust85@example.com,Adirondack Chair,Outdoor Furniture,2,149.5,299.0,WestPatio,Atlanta,CO,84235
ORD-249458,2026-05-17,CUST01585,cust1783@example.com,Charcoal Grill,Garden Tools,1,199.0,199.0,WestPatio,Austin,WA,51446
ORD-620070,2026-05-17,CUST00111,cust1709@example.com,Adirondack-Chair,Grills & BBQ,1,149.5,111.36,SouthernShed,Denver,TX,72123
ORD-407375,2026-05-17,CUST01204,cust814@example.com,Charcoal Grill,Garden Tools,1,199.0,142.22,NorthernYards,Seattle,TX,94927
ORD-868153,2026-05-17,CUST01264,cust1810@example.com, Patio  Umbrella ,Outdoor Furniture,1,89.99,89.99,SouthernShed,Boston,GA,72188
ORD-291503,2026-05-17,CUST00964,cust461@example.com,Ceramic  Planter,Lighting,2,34.5,69.0,NorthernYards,Boston,IL,22369
ORD-588236,2026-05-17,CUST00707,cust275@example.com,PATIO HEATER,Patio Heaters,3,249.0,747.0,EastsideOutfitters,Miami,CA,98752
ORD-666283,2026-05-17,CUST00227,cust218@example.com,Fire Pit,Garden Tools,1,179.0,179.0,MidwestHome,Miami,NY,23863
ORD-982474,2026-05-17,CUST01501,cust1552@example.com,Adirondack Chair,Home Decor,3,149.5,448.5,MidwestHome,Atlanta,NC,63032
ORD-367700,2026-05-17,CUST00950,cust863@example.com,pruning shears,Lighting,3,18.75,56.25,NorthernYards,Austin,NC,98403
ORD-624497,2026-05-17,CUST00898,cust1047@example.com,outdoor rug 5x7,Patio Heaters,1,119.0,119.0,MidwestHome,Austin,WA,13097
ORD-691978,2026-05-17,CUST00176,cust1734@example.com,Adirondack-Chair,Lighting,1,149.5,149.5,EastsideOutfitters,Austin,WA,91226
ORD-152797,2026-05-17,CUST01496,cust805@example.com,Ceramic  Planter,Patio Heaters,3,34.5,103.5,SouthernShed,Seattle,NC,36424
ORD-923575,2026-05-17,CUST01935,cust896@example.com,Fire Pit,Outdoor Furniture,1,179.0,179.0,MidwestHome,Seattle,WA,76828
ORD-222964,2026-05-17,CUST00304,cust562@example.com,Garden Hose 50 ft,Patio Heaters,5,29.99,149.95,NorthernYards,Seattle,CO,51754
ORD-169120,2026-05-17,CUST01775,cust1923@example.com,Charcoal Grill,Outdoor Furniture,3,199.0,597.0,EastsideOutfitters,Denver,GA,99957
ORD-101562,2026-05-17,CUST00510,cust1124@example.com,Garden Hose 50ft,Garden Tools,1,29.99,29.99,WestPatio,Atlanta,CA,12382
ORD-350895,2026-05-17,CUST01594,cust1068@example.com,Patio Heater,Home Decor,2,249.0,498.0,NorthernYards,Austin,CA,77653
ORD-364369,2026-05-17,CUST00190,cust1956@example.com,adirondack chair,Lighting,3,149.5,448.5,MidwestHome,Boston,CA,85975
ORD-758270,2026-05-17,CUST01704,cust1913@example.com,Charcoal Grill,Home Decor,1,199.0,199.0,MidwestHome,Miami,GA,36416
ORD-862058,2026-05-17,CUST01726,cust615@example.com,Pruning Shears,Outdoor Furniture,1,18.75,18.75,MidwestHome,Atlanta,NC,54150
ORD-603346,2026-05-17,CUST01723,cust1887@example.com,led string lights,Home Decor,1,24.99,24.99,MidwestHome,Denver,CA,13022
ORD-817537,2026-05-17,CUST01904,cust1952@example.com,Garden Hose 50ft,Outdoor Furniture,2,29.99,59.98,MidwestHome,Austin,TX,42023
ORD-433804,2026-05-17,CUST01027,cust1422@example.com,Adirondack-Chair,Grills & BBQ,2,149.5,299.0,MidwestHome,Denver,MA,58415
ORD-257371,2026-05-17,CUST00664,cust141@example.com,patio umbrella,Grills & BBQ,2,89.99,179.98,EastsideOutfitters,Atlanta,MA,11577
ORD-531086,2026-05-17,CUST01192,cust1224@example.com,PATIO UMBRELLA,Patio Heaters,1,89.99,89.99,EastsideOutfitters,Atlanta,OR,89588
ORD-552924,2026-05-17,CUST01805,cust1128@example.com,Pruning Shears,Patio Heaters,3,18.75,56.25,NorthernYards,Seattle,TX,17675
ORD-840651,2026-05-17,CUST00915,cust1337@example.com,Outdoor Rug 5x7,Home Decor,2,119.0,238.0,EastsideOutfitters,Austin,NY,28058
ORD-256543,2026-05-17,CUST00279,cust1818@example.com,Ceramic Planter,Lighting,1,34.5,28.45,SouthernShed,Denver,IL,75640
ORD-768124,2026-05-17,CUST00194,cust931@example.com,garden hose 50ft,Home Decor,1,29.99,19.78,SouthernShed,Miami,FL,55146
ORD-835281,2026-05-17,CUST01996,cust1922@example.com,Fire Pit,Garden Tools,-3,179.0,358.0,EastsideOutfitters,Miami,MA,64876
ORD-118768,2099-13-45,CUST00355,cust1810@example.com,LED-String-Lights,Grills & BBQ,4,24.99,99.96,NorthernYards,Denver,CO,24997
ORD-547186,2026-05-17,CUST00939,cust497@example.com,Ceramic Planter,Outdoor Furniture,1,34.5,34.5,NorthernYards,Austin,NY,83604
ORD-858546,2026-05-17,CUST01285,cust1506@example.com,Charcoal Grill,Lighting,6,199.0,1194.0,NorthernYards,Denver,NY,84422
ORD-193922,2026-05-17,CUST01020,cust1465@example.com,Charcoal Grill,Patio Heaters,2,199.0,398.0,WestPatio,Atlanta,WA,79776
ORD-887931,2026-05-17,CUST00095,cust640@example.com,Fire Pit,Garden Tools,5,179.0,895.0,SouthernShed,Seattle,AZ,43888
ORD-561170,2026-05-17,CUST00220,cust1691@example.com,Ceramic Planter,Home Decor,4,34.5,138.0,NorthernYards,Denver,WA,60176
ORD-348090,2026-05-17,CUST00634,cust420@example.com, Patio  Umbrella ,Lighting,2,89.99,179.98,SouthernShed,Denver,AZ,92040
ORD-346287,2026-05-17,CUST00335,cust840@example.com,fire-pit,Garden Tools,5,179.0,895.0,NorthernYards,Boston,TX,74378
ORD-812390,2026-05-17,CUST01044,cust928@example.com,CHARCOAL GRILL,Lighting,2,199.0,398.0,WestPatio,Boston,NY,61673
ORD-948549,2026-05-17,CUST00157,cust1753@example.com,ceramic planter,Home Decor,5,34.5,172.5,WestPatio,Atlanta,CO,30007
ORD-993702,2026-05-17,CUST01700,cust601@example.com,outdoor rug 5x7,Outdoor Furniture,2,119.0,238.0,SouthernShed,Miami,WA,91729
ORD-163008,2026-05-17,CUST01026,cust1652@example.com,garden hose 50ft,Home Decor,1,29.99,29.99,WestPatio,Denver,CO,24267
ORD-252645,2026-05-17,CUST01800,cust630@example.com,Charcoal Grill,Patio Heaters,1,199.0,199.0,WestPatio,Miami,WA,ABC12
ORD-259761,2026-05-17,CUST01512,cust1728@example.com,Adirondack Chair,Garden Tools,1,149.5,149.5,SouthernShed,Denver,MA,66731
ORD-369251,2026-05-17,CUST00580,cust1416@example.com,Patio Heater,Patio Heaters,1,249.0,249.0,NorthernYards,Austin,CO,96497
ORD-205985,2026-05-17,CUST00950,cust165@example.com,PATIO HEATER,Grills & BBQ,3,249.0,747.0,NorthernYards,Boston,NC,82146
ORD-549875,2026-05-17,CUST01791,cust1616@example.com,garden hose 50ft,Home Decor,1,29.99,29.99,SouthernShed,Boston,MA,86907
ORD-167919,2026-05-17,CUST00830,cust48@example.com,Outdoor Rug 5 x 7,Garden Tools,1,119.0,119.0,NorthernYards,Denver,CO,80364
ORD-987873,2026-05-17,CUST00760,cust330@example.com,Adirondack Chair,Garden Tools,6,149.5,897.0,SouthernShed,Boston,NY,21941
ORD-886171,2026-05-17,CUST00105,cust1768@example.com,LED String Lights,Garden Tools,3,24.99,74.97,MidwestHome,Boston,NY,ABC12
ORD-653535,2026-05-17,CUST01496,cust292@example.com,Ceramic Planter,Patio Heaters,3,34.5,103.5,MidwestHome,Atlanta,FL,75099
ORD-155439,2026-05-17,CUST01128,cust216@example.com,patio umbrella,Home Decor,1,89.99,89.99,MidwestHome,Miami,AZ,36429
ORD-151903,2026-05-17,CUST01919,cust430@example.com,Adirondack Chair,Lighting,3,149.5,448.5,NorthernYards,Seattle,CA,11730
ORD-212132,2026-05-17,CUST01599,cust1137@example.com,Pruning Shears,Patio Heaters,2,18.75,37.5,NorthernYards,Boston,GA,95489
ORD-894474,2026-05-17,CUST01539,cust1465@example.com,Ceramic Planter,Outdoor Furniture,3,34.5,103.5,MidwestHome,Denver,IL,99619
ORD-203307,2026-05-17,CUST01777,cust1683@example.com,patio-heater,Garden Tools,1,249.0,249.0,NorthernYards,Boston,MA,71165
ORD-226332,2026-05-17,CUST01447,cust692@example.com,Adirondack Chair,Outdoor Furniture,5,149.5,747.5,NorthernYards,Atlanta,IL,39288
ORD-274554,2026-05-17,CUST00959,cust1526@example.com,Outdoor Rug 5 x 7,Home Decor,0,119.0,238.0,NorthernYards,Boston,GA,78496
ORD-337709,2026-05-17,CUST01049,cust57@example.com,Pruning Shears,Outdoor Furniture,5,18.75,93.75,MidwestHome,Atlanta,TX,65935
ORD-975340,2026-05-17,CUST01298,cust1801@example.com,Charcoal Grill,Lighting,4,199.0,796.0,EastsideOutfitters,Atlanta,MA,88082
ORD-614232,2026-05-17,CUST00859,cust83@example.com,Adirondack-Chair,Home Decor,1,149.5,149.5,NorthernYards,Austin,IL,39712
ORD-290904,2026-05-17,CUST00954,cust751@example.com,LED-String-Lights,Home Decor,1,24.99,24.99,NorthernYards,Austin,AZ,81963
ORD-277960,2026-05-17,CUST01975,cust437@example.com,LED-String-Lights,Grills & BBQ,4,24.99,99.96,SouthernShed,Austin,FL,27688
ORD-509681,2026-05-17,CUST01130,cust1370@example.com,Patio Heater,Garden Tools,3,249.0,747.0,WestPatio,Denver,CO,88966
ORD-517763,2026-05-17,CUST00895,cust1399@example.com,Pruning Shears,Home Decor,1,18.75,18.75,NorthernYards,Seattle,GA,99422
ORD-706144,2026-05-17,CUST00833,cust660@example.com,fire-pit,Garden Tools,0,179.0,537.0,SouthernShed,Atlanta,NY,21723
,2026-05-17,CUST01666,cust746@example.com,PATIO UMBRELLA,Patio Heaters,4,89.99,359.96,MidwestHome,Denver,FL,35903
ORD-919745,2026-05-17,CUST00455,cust1270@example.com,CHARCOAL GRILL,Home Decor,3,199.0,597.0,SouthernShed,Denver,AZ,24746
ORD-668149,2026-05-17,CUST01513,cust618@example.com,LED-String-Lights,Lighting,1,24.99,24.99,MidwestHome,Austin,CA,11339
ORD-953590,2026-05-17,CUST00146,cust207@example.com, Patio  Umbrella ,Lighting,4,89.99,359.96,WestPatio,Boston,CA,29314
ORD-482445,2026-05-17,CUST01917,cust474@example.com,outdoor rug 5x7,Home Decor,2,119.0,238.0,EastsideOutfitters,Seattle,CO,42121
ORD-424909,2026-05-17,CUST01559,cust1680@example.com,Outdoor Rug 5x7,Garden Tools,1,119.0,119.0,WestPatio,Atlanta,IL,12238
ORD-372185,2026-05-17,CUST00656,cust1753@example.com,CHARCOAL GRILL,Lighting,2,199.0,398.0,SouthernShed,Miami,OR,65638
ORD-453328,2026-05-17,CUST01856,cust1119@example.com,fire-pit,Lighting,3,179.0,537.0,WestPatio,Denver,TX,27932
ORD-946389,2026-05-17,CUST00700,cust1020@example.com,Adirondack Chair,Garden Tools,1,149.5,149.5,EastsideOutfitters,Seattle,IL,83765
ORD-494663,2026-05-17,CUST01612,cust39@example.com,PATIO UMBRELLA,Garden Tools,1,89.99,89.99,WestPatio,Boston,AZ,60246
ORD-983504,2026-05-17,CUST00209,cust290@example.com,FIRE PIT,Outdoor Furniture,0,179.0,358.0,WestPatio,Seattle,GA,71415
ORD-164116,2026-05-17,CUST01089,cust1546@example.com,outdoor rug 5x7,Patio Heaters,1,119.0,119.0,SouthernShed,Atlanta,CO,44547
ORD-857764,2026-05-17,CUST01590,cust468@example.com,patio umbrella,Grills & BBQ,1,89.99,89.99,WestPatio,Denver,IL,50225
ORD-961235,2026-05-17,CUST00103,cust1376@example.com,adirondack chair,Grills & BBQ,2,149.5,299.0,MidwestHome,Seattle,IL,70164
ORD-448474,2026-05-17,CUST01137,cust1830@example.com,led string lights,Home Decor,2,24.99,49.98,EastsideOutfitters,Austin,CO,29333
ORD-570490,2026-05-17,CUST01400,cust1337@example.com,ceramic planter,Grills & BBQ,1,34.5,34.5,SouthernShed,Atlanta,CA,68368
ORD-170881,2026-05-17,CUST00284,cust975@example.com,garden hose 50ft,Garden Tools,1,29.99,29.99,MidwestHome,Seattle,NC,62545
ORD-328472,2026-05-17,CUST01376,cust107@example.com,outdoor rug 5x7,Patio Heaters,3,119.0,357.0,NorthernYards,Denver,GA,89610
ORD-642126,2026-05-17,CUST01598,cust118@example.com,outdoor rug 5x7,Garden Tools,2,119.0,238.0,SouthernShed,Denver,FL,33116
ORD-106319,2026-05-17,CUST00857,cust972@example.com,Fire Pit,Patio Heaters,2,179.0,358.0,NorthernYards,Denver,OR,28977
ORD-725141,2026-05-17,CUST01512,cust393@example.com,pruning shears,Garden Tools,5,18.75,93.75,WestPatio,Atlanta,CA,51192
ORD-160579,2026-05-17,CUST01742,cust522@example.com,pruning shears,Outdoor Furniture,2,18.75,37.5,MidwestHome,Boston,IL,55123
ORD-128962,2026-05-17,CUST01536,cust431@example.com,Garden Hose 50 ft,Grills & BBQ,1,29.99,29.99,WestPatio,Boston,NY,72502
ORD-316260,2026-05-17,CUST00218,cust302@example.com,Charcoal Grill,Outdoor Furniture,3,199.0,597.0,WestPatio,Denver,NY,94340
ORD-782883,2026-05-17,CUST01597,cust867@example.com,pruning shears,Garden Tools,2,18.75,37.5,SouthernShed,Miami,GA,23973
ORD-669581,2026-05-17,CUST00067,cust1182@example.com,Fire Pit,Garden Tools,1,179.0,179.0,SouthernShed,Austin,NC,62972
ORD-976133,2026-05-17,CUST01969,cust384@example.com,Ceramic  Planter,Home Decor,-2,34.5,34.5,MidwestHome,Austin,OR,33484
ORD-200301,,CUST00052,cust1698@example.com,LED String Lights,Outdoor Furniture,2,24.99,49.98,WestPatio,Atlanta,WA,74940
ORD-896365,2026-05-17,CUST01817,cust1893@example.com,patio umbrella,Outdoor Furniture,3,89.99,269.97,EastsideOutfitters,Boston,TX,62436
ORD-111303,2026-05-17,CUST00376,cust847@example.com, Patio  Umbrella ,Garden Tools,2,89.99,179.98,EastsideOutfitters,Atlanta,FL,34215
ORD-705628,2026-05-17,CUST00909,cust1154@example.com,Garden Hose 50ft,Lighting,4,29.99,119.96,SouthernShed,Miami,GA,30959
ORD-105588,2026-05-17,CUST00533,cust1549@example.com,Outdoor Rug 5x7,Outdoor Furniture,5,119.0,595.0,SouthernShed,Denver,CA,62127
ORD-745694,2026-05-17,CUST00461,cust449@example.com,patio-heater,Grills & BBQ,1,249.0,249.0,WestPatio,Boston,AZ,89118
ORD-265678,2026-05-17,CUST01684,cust1833@example.com,Pruning Shears,Lighting,2,18.75,37.5,SouthernShed,Denver,TX,30980
ORD-783899,2026-05-17,CUST00882,cust122@example.com, Patio  Umbrella ,Patio Heaters,5,89.99,449.95,WestPatio,Atlanta,OR,66261
ORD-514326,2026-05-17,CUST00421,cust1320@example.com,Fire Pit,Home Decor,2,179.0,358.0,WestPatio,Denver,NY,82478
ORD-753712,2026-05-17,CUST00891,cust1036@example.com,PATIO HEATER,Garden Tools,1,249.0,249.0,NorthernYards,Atlanta,AZ,10074
ORD-884527,2026-05-17,CUST01363,cust92@example.com,pruning shears,Patio Heaters,3,18.75,56.25,NorthernYards,Miami,CA,32235
ORD-983325,2026-05-17,CUST01691,cust1852@example.com,charcoal grill ,Garden Tools,1,199.0,199.0,SouthernShed,Miami,NY,20191
ORD-134156,2026-05-17,CUST00322,cust462@example.com,led string lights,Garden Tools,2,24.99,49.98,SouthernShed,Seattle,CA,86648
ORD-316310,2026-05-17,CUST01856,cust138@example.com,Charcoal Grill,Patio Heaters,5,199.0,995.0,EastsideOutfitters,Denver,California,56860
ORD-994966,2026-05-17,CUST01631,cust692@example.com,Patio Umbrella,Patio Heaters,2,89.99,179.98,NorthernYards,Seattle,AZ,39654
ORD-996864,2026-05-17,CUST00427,cust584@example.com,Ceramic  Planter,Home Decor,2,34.5,69.0,SouthernShed,Seattle,NC,83434
ORD-302111,2026-05-17,CUST00015,cust1213@example.com,CHARCOAL GRILL,Home Decor,3,199.0,597.0,NorthernYards,Denver,CO,31392
ORD-691743,2026-05-17,CUST00332,cust1542@example.com,Outdoor Rug 5 x 7,Home Decor,1,119.0,119.0,NorthernYards,Atlanta,NY,45319
ORD-917968,2026-05-17,CUST00116,cust1260@example.com,fire-pit,Outdoor Furniture,1,179.0,179.0,SouthernShed,Seattle,OR,88793
ORD-620526,2026-05-17,CUST00328,cust1205@example.com,Ceramic Planter,Outdoor Furniture,1,34.5,34.5,NorthernYards,Atlanta,GA,50499
ORD-291105,2026-05-17,CUST01275,cust1847@example.com,PATIO HEATER,Outdoor Furniture,2,249.0,498.0,MidwestHome,Seattle,OR,36627
ORD-289594,2026-05-17,CUST01480,cust987@example.com,ceramic planter,Lighting,1,34.5,34.5,SouthernShed,Atlanta,FL,23090
ORD-996501,2026-05-17,CUST00516,cust1290@example.com,led string lights,Lighting,1,24.99,24.99,NorthernYards,Seattle,MA,76675
ORD-126638,2026-05-17,CUST00325,cust10@example.com,PATIO HEATER,Patio Heaters,1,249.0,249.0,MidwestHome,Denver,FL,13466
ORD-430726,2026-05-17,CUST00472,cust129@example.com,CHARCOAL GRILL,Garden Tools,1,199.0,199.0,EastsideOutfitters,Austin,NY,23879
ORD-433232,2026-05-17,CUST00614,cust1192@example.com,adirondack chair,Grills & BBQ,1,149.5,149.5,NorthernYards,Miami,NY,23155
ORD-992707,2026-05-17,CUST01240,cust287@example.com,pruning shears,Grills & BBQ,4,18.75,75.0,EastsideOutfitters,Boston,GA,93586
ORD-877255,2026-05-17,CUST01677,cust1117@example.com,LED String Lights,Garden Tools,1,24.99,24.99,EastsideOutfitters,Boston,TX,75761
ORD-665917,2026-05-17,CUST01009,cust1581@example.com,Adirondack-Chair,Outdoor Furniture,1,149.5,149.5,WestPatio,Atlanta,CA,49650
ORD-764846,2026-05-17,CUST01208,cust1552@example.com,Ceramic  Planter,Home Decor,1,34.5,34.5,WestPatio,Denver,FL,40733
ORD-199903,2026-05-17,CUST01363,cust957@example.com,fire-pit,Garden Tools,5,179.0,895.0,WestPatio,Denver,NY,54602
ORD-160114,2026-05-17,CUST01514,cust1087@example.com,outdoor rug 5x7,Home Decor,2,119.0,238.0,SouthernShed,Denver,IL,79113
ORD-833448,2026-05-17,CUST01515,cust1615@example.com,Ceramic  Planter,Home Decor,3,34.5,103.5,EastsideOutfitters,Atlanta,NY,63022
ORD-605681,2026-05-17,CUST01766,cust625@example.com,charcoal grill ,Patio Heaters,2,199.0,398.0,EastsideOutfitters,Boston,NY,57502
ORD-491362,2026-05-17,CUST00718,cust354@example.com,Adirondack-Chair,Outdoor Furniture,1,149.5,149.5,NorthernYards,Miami,NC,30843
ORD-292257,2026-05-17,CUST00615,cust345@example.com,fire-pit,Lighting,3,179.0,537.0,SouthernShed,Miami,MA,63180
ORD-531163,2026-05-17,CUST01937,cust27@example.com,Garden Hose 50 ft,Grills & BBQ,3,29.99,89.97,SouthernShed,Seattle,NY,94688
ORD-386813,2026-05-17,CUST01241,cust24@example.com,adirondack chair,Patio Heaters,2,149.5,299.0,WestPatio,Atlanta,NY,87859
ORD-278510,2026-05-17,CUST01827,cust538@example.com,Pruning Shears,Garden Tools,1,18.75,18.75,NorthernYards,Miami,CO,10032
ORD-478857,2026-05-17,CUST01259,cust1326@example.com,Ceramic Planter,Outdoor Furniture,1,34.5,34.5,NorthernYards,Boston,GA,ABC12
ORD-897188,2026-05-17,CUST00276,cust1104@example.com,Adirondack-Chair,Grills & BBQ,1,149.5,149.5,EastsideOutfitters,Atlanta,IL,36318
ORD-198195,2026-05-17,CUST01909,cust860@example.com,Adirondack-Chair,Home Decor,1,149.5,149.5,SouthernShed,Atlanta,CA,16131
ORD-609454,2026-05-17,CUST00857,cust1892@example.com, Patio  Umbrella ,Outdoor Furniture,1,89.99,89.99,WestPatio,Atlanta,CO,24535
ORD-236104,2026-05-17,CUST00410,cust22@example.com,ceramic planter,Garden Tools,1,34.5,33.22,WestPatio,Austin,NC,56397
ORD-566294,2026-05-17,CUST01777,cust228@example.com,Ceramic  Planter,Grills & BBQ,1,34.5,34.5,WestPatio,Austin,FL,98250
ORD-113034,2026-05-17,CUST00410,cust614@example.com,PATIO HEATER,Patio Heaters,1,249.0,249.0,NorthernYards,Atlanta,TX,67052
ORD-465917,2026-05-17,CUST00963,cust942@example.com,led string lights,Patio Heaters,1,24.99,24.99,WestPatio,Miami,AZ,35772
ORD-479597,2026-05-17,CUST01619,cust1759@example.com,pruning shears,Garden Tools,4,18.75,75.0,MidwestHome,Denver,CA,65311
ORD-288807,2026-05-17,CUST00697,cust970@example.com,Patio Heater,Outdoor Furniture,3,249.0,747.0,MidwestHome,Miami,CO,19104
ORD-562820,2026-05-17,CUST00354,cust1261@example.com,Patio Umbrella,Garden Tools,3,89.99,269.97,SouthernShed,Austin,GA,91228
ORD-276894,2026-05-17,CUST01575,cust1581@example.com,LED-String-Lights,Lighting,1,24.99,24.99,SouthernShed,Seattle,WA,44944
ORD-381719,2026-05-17,CUST00524,cust1688@example.com,FIRE PIT,Lighting,3,179.0,537.0,MidwestHome,Austin,FL,75664
ORD-273547,2026-05-17,CUST00281,cust776@example.com,FIRE PIT,Lighting,3,179.0,537.0,MidwestHome,Miami,IL,39542
ORD-143476,2026-05-17,CUST00546,cust889@example.com,LED-String-Lights,Outdoor Furniture,2,24.99,49.98,NorthernYards,Austin,FL,77596
ORD-724552,2026-05-17,CUST01520,cust1814@example.com,Fire Pit,Garden Tools,2,179.0,358.0,SouthernShed,Austin,IL,92027
ORD-509799,2026-05-17,CUST00067,cust33@example.com,LED String Lights,Home Decor,1,24.99,24.99,SouthernShed,Atlanta,OR,89089
ORD-659552,2026-05-17,CUST01301,cust1001@example.com,adirondack chair,Lighting,2,149.5,299.0,NorthernYards,Denver,CA,49940
ORD-332919,2026-05-17,CUST00169,cust812@example.com,pruning shears,Home Decor,1,18.75,18.75,WestPatio,Boston,GA,16714
ORD-997726,2026-05-17,CUST00795,cust270@example.com,FIRE PIT,Grills & BBQ,1,179.0,179.0,WestPatio,Miami,CO,71257
ORD-948439,2026-05-17,CUST01060,cust1064@example.com,adirondack chair,Patio Heaters,2,149.5,299.0,MidwestHome,Miami,AZ,21420
ORD-135188,2026-05-17,CUST00023,cust1182@example.com,patio umbrella,Home Decor,2,89.99,179.98,EastsideOutfitters,Denver,AZ,31880
ORD-143001,2026-05-17,CUST00878,cust844@example.com,pruning shears,Outdoor Furniture,1,18.75,18.75,EastsideOutfitters,Austin,FL,57623
ORD-338963,2026-05-17,CUST00056,cust1043@example.com,garden hose 50ft,Lighting,1,29.99,29.99,WestPatio,Boston,CO,87612
ORD-561406,2026-05-17,CUST00375,cust1123@example.com,Garden Hose 50ft,Patio Heaters,3,29.99,89.97,SouthernShed,Atlanta,GA,25760
ORD-530243,2026-05-17,CUST01041,cust1580@example.com,pruning shears,Patio Heaters,3,18.75,56.25,MidwestHome,Atlanta,OR,12116
ORD-445083,2026-05-17,CUST00794,cust1656@example.com,Garden Hose 50 ft,Lighting,3,29.99,89.97,SouthernShed,Miami,MA,88354
